MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No),REMARKS
https://www.bosch-home.com/us/en/product/SHEM63W55N,,,,,,10,Appliances,Large Appliances,Dishwashers,1515810,SHEM63W55N,SHEM63W55N Bosch 300 Series Dishwasher 46 dBA 120V 12A White,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),BSH Home Appliances,Bosch,,SHEM63W55N,,Appliances & Large Appliances & Dishwashers,"Bosch, Dishwasher, 300 Series, SHEM63W55N, Built-in Mounting",BOSCH SHEM63W55N 300 SERIES DISHWASHER,Bosch 300 Series White Built-in Dishwasher,"Built-in Bosch 300 Series Dishwasher featuring White color, 46 dBA sound level, 120 V voltage rating, and 12 A amperage rating.",Bosch 300 Series White Dishwasher operating at 46 dBA.,,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwashers,Series,300 Series,,Model,,,Number of Wash Cycles,,,Voltage Rating,120,V,Amperage Rating,12,A,Mounting Type,Built-in,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,46,dBA,Material,,,Color,White,,Additional Information,"Bosch 300 Series Dishwasher, 46 dBA sound level, 120V, 12A, White finish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Missing critical fields: Material
,,,,,,11,Appliances,Large Appliances,Dishwashers,1515811,KDPE234GPS,KDPE234GPS KitchenAid 39 dBA Dishwasher FreeFlex Stainless Steel,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Fastenal Company,Whirlpool Corporation,KitchenAid,,KDPE234GPS,,Appliances & Large Appliances & Dishwashers,KitchenAid PrintShield Series 39 dBA Stainless Steel Dishwasher,KITCHENAID KDPE234GPS DISHWASHER,KitchenAid PrintShield Series Stainless Steel Dishwasher,"Built-in KitchenAid PrintShield Series Dishwasher featuring Stainless Steel material, Stainless Steel color, 39 dBA sound level, 120 V voltage rating, and 15 A amperage rating.",KitchenAid PrintShield Series Dishwasher with ultra-quiet 39 dBA operation.,,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwashers,Series,PrintShield Series,,Model,,,Number of Wash Cycles,,,Voltage Rating,120,V,Amperage Rating,15,A,Mounting Type,Built-in,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,39,dBA,Material,Stainless Steel,,Color,Stainless Steel,,Additional Information,KitchenAid dishwasher featuring FreeFlex third rack and ultra-quiet 39 dBA operation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Unverified Manufacturer URL (HTTP status: 403); Missing critical fields: Manufacturer URL
,,,,,,12,Appliances,Large Appliances,Dishwashers,1515812,G7106SCVi,G7106SCVi Miele Fully Integrated Dishwasher 42 dBA 120V 15A Panel Ready,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Grainger Industrial Supply,Miele Inc.,Miele,,G7106SCVi,,Appliances & Large Appliances & Dishwashers,Miele G 7000 Series Panel Ready Integrated Dishwasher 42 dBA,MIELE G7106SCVI DISHWASHER,Miele G 7000 Series Panel Ready Integrated Dishwasher,"Built-in Miele G 7000 Series Fully Integrated Dishwasher featuring Panel Ready color, 42 dBA sound level, 120 V voltage rating, and 15 A amperage rating.",Miele G 7000 Series Panel Ready Integrated Dishwasher at 42 dBA.,,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwashers,Series,G 7000,,Model,,,Number of Wash Cycles,,,Voltage Rating,120,V,Amperage Rating,15,A,Mounting Type,Built-in,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,42,dBA,Material,,,Color,Panel Ready,,Additional Information,"Fully Integrated Dishwasher, 42 dBA, 120V, 15A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Overall confidence score (0.66) below threshold (0.75); Unverified Manufacturer URL (HTTP status: 403); Missing critical fields: Manufacturer URL, Material"
,,,,,,13,Appliances,Large Appliances,Dishwashers,1515813,WDF520PADM,WDF520PADM Whirlpool Front Control Dishwasher 55 dBA 120V 12A White,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Jam Industrial Supply LLC (JAMIN),Whirlpool Corporation,Whirlpool®,,WDF520PADM,,Appliances & Large Appliances & Dishwashers,"Whirlpool, Dishwasher, Eco Series, WDF520PADM, Built-in Mounting",WHIRLPOOL WDF520PADM DISHWASHER,Whirlpool Eco Series Front Control White Dishwasher,"Built-in Whirlpool Eco Series Front Control Dishwasher featuring White color, 55 dBA sound level, 120 V voltage rating, and 12 A amperage rating.",Whirlpool Eco Series Front Control White Dishwasher at 55 dBA.,,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwashers,Series,Eco Series,,Model,,,Number of Wash Cycles,,,Voltage Rating,120,V,Amperage Rating,12,A,Mounting Type,Built-in,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,55,dBA,Material,,,Color,White,,Additional Information,"Whirlpool Front Control Dishwasher, 55 dBA, 120V, 12A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Overall confidence score (0.66) below threshold (0.75); Unverified Manufacturer URL (HTTP status: 403); Missing critical fields: Manufacturer URL, Material"
,,,,,,14,Appliances,Large Appliances,Dishwashers,1515814,PDT785SBNTS,PDT785SBNTS GE Profile Dishwasher 47 dBA 120V 15A Black Stainless Steel,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),GE Appliances,GE Profile,,PDT785SBNTS,,Appliances & Large Appliances & Dishwashers,"GE Profile, Dishwasher, Profile, PDT785SBNTS, Built-in Mounting",GE PROFILE PDT785SBNTS DISHWASHER,GE Profile Black Stainless Steel Dishwasher,"Built-in GE Profile Dishwasher featuring Stainless Steel material, Black Stainless Steel color, 47 dBA sound level, 120 V voltage rating, and 15 A amperage rating.",GE Profile Black Stainless Steel Dishwasher operating at 47 dBA.,,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwashers,Series,Profile,,Model,,,Number of Wash Cycles,,,Voltage Rating,120,V,Amperage Rating,15,A,Mounting Type,Built-in,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,47,dBA,Material,Stainless Steel,,Color,Black Stainless Steel,,Additional Information,"GE Profile Dishwasher, 47 dBA, 120V, 15A, Black Stainless Steel finish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Unverified Manufacturer URL (HTTP status: 403); Missing critical fields: Manufacturer URL
,,,,,,15,Abrasives,Coated Abrasives,Sandpaper Discs,1515815,3MABR-7100033445,3M 775L Stikit Film P100 - Cubitron II 50 Disc/Box,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Jam Industrial Supply LLC (JAMIN),3M Company,3M,,3MABR-7100033445,,Abrasives & Coated Abrasives & Sandpaper Discs,3M 775L Stikit Film P100 Cubitron II Sandpaper Discs 50-Pack,3M 775L STIKIT P100 CUBITRON II DISC,3M 775L Stikit Film P100 Cubitron II Sandpaper Discs,"3M 775L Stikit Series sandpaper discs featuring P100 grit, Cubitron II abrasive material, and a packaging quantity of 50.",3M 775L Stikit Film P100 Cubitron II discs in a 50-disc box.,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandpaper Discs,Series,775L Stikit,,Grit,P100,,Abrasive Material,Cubitron II,,Packaging Quantity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,16,Abrasives,Coated Abrasives,Abrasive Belts,1515816,3MABR-7100077889,3M Trizact Cloth Belt P220 - 3x24 In 10pc,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Jam Industrial Supply LLC (JAMIN),3M Company,3M,,3MABR-7100077889,,Abrasives & Coated Abrasives & Abrasive Belts,3M Trizact Cloth Abrasive Belt P220 Grit 3x24 Inches 10-Pack,3M TRIZACT BELT P220 3X24 10PC,3M Trizact Cloth Abrasive Belt P220 Grit 3x24 In,"3M Trizact Series cloth abrasive belt featuring P220 grit, 3 in width, 24 in length, and a packaging quantity of 10.",3M Trizact P220 grit cloth abrasive belt measuring 3 by 24 inches.,,,,,,,,,,,,,,,,,,,,,,,,,,,Abrasive Belts,Quantity,10,,Series,Trizact,,Material,Cloth,,Grit,P220,,Width,3,in,Length,24,in,Packaging Quantity,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,17,Lighting,LED Bulbs,Flood Light Bulbs,1515817,LEDPAR30-8811,LED PAR30 Short Neck Flood Light Bulb 11W 4000K,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),,,,LEDPAR30-8811,,Lighting & LED Bulbs & Flood Light Bulbs,LED PAR30 Short Neck Flood Light Bulb 11W 4000K Color Temperature,LED PAR30 SHORT NECK FLOOD 11W 4000K,LED PAR30 Short Neck Flood Light Bulb 11W 4000K,"LED flood light bulb featuring PAR30 bulb shape, short neck type, 11 W wattage, and 4000 K color temperature.",LED PAR30 short neck flood light bulb rated at 11W and 4000K.,,,,,,,,,,,,,,,,,,,,,,,,,,,Flood Light Bulbs,Wattage,11,W,Color Temperature,4000,K,Bulb Shape,PAR30,,Neck Type,Short Neck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,18,Lighting,LED Bulbs,Standard LED Bulbs,1515818,LEDA19-7722,LED A19 General Purpose Bulb 9W 2700K Dimmable,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),,,,LEDA19-7722,,Lighting & LED Bulbs & Standard LED Bulbs,"Standard LED Bulbs, LEDA19-7722",LED A19 9W 2700K DIMMABLE BULB,LED A19 General Purpose Dimmable Light Bulb 9W,"General purpose LED bulb featuring A19 base type, A19 bulb shape, 9 W wattage, 2700 K color temperature, and dimmable capability.",Dimmable LED A19 general purpose bulb with 9W power and 2700K color.,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard LED Bulbs,Wattage,9,W,Color Temperature,2700,K,Base Type,A19,,Bulb Shape,A19,,Application,General Purpose,,Dimmable,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.73) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,19,Tools,Hand Tools,Wrenches,1515819,HTOOL-88231,Adjustable Wrench 10 Inch Chrome Vanadium Steel,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),,,,HTOOL-88231,,Tools & Hand Tools & Wrenches,"Wrenches, HTOOL-88231",ADJUSTABLE WRENCH 10 INCH CHROME,10 Inch Adjustable Wrench Chrome Vanadium Steel,"Adjustable wrench hand tool featuring Chrome Vanadium Steel material, chrome color, and a length of 10 in.",10-inch adjustable wrench constructed from chrome vanadium steel.,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrenches,Material,Chrome Vanadium Steel,,Color,Chrome,,Tool Type,Adjustable Wrench,,Length,10,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,20,Tools,Hand Tools,Hammers,1515820,HTOOL-88232,Claw Hammer 16oz Fiberglass Handle,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Grainger Industrial Supply,,,,HTOOL-88232,,Tools & Hand Tools & Hammers,"Hammers, HTOOL-8823216",CLAW HAMMER 16OZ FIBERGLASS,16 oz Claw Hammer with Fiberglass Handle,"Claw hammer hand tool featuring 16 oz weight, 16 size rating, and fiberglass handle material.",16-ounce claw hammer equipped with a durable fiberglass handle.,,,,,,,,,,,,,,,,,,,,,,,,,,,Hammers,Size,16,,Tool Type,Claw Hammer,,Weight,16,oz,Handle Material,Fiberglass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,21,Tools,Power Tools,Impact Drivers,1515821,PTOOL-77401,Cordless Impact Driver 18V Kit with Battery and Charger,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Fastenal Company,,,,PTOOL-77401,,Tools & Power Tools & Impact Drivers,"Impact Drivers, PTOOL-77401",CORDLESS IMPACT DRIVER 18V KIT,18V Cordless Impact Driver Kit with Battery and Charger,Cordless power tool impact driver featuring 18 V voltage and included battery and charger components.,18V cordless impact driver power tool kit including battery and charger.,,,,,,,,,,,,,,,,,,,,,,,,,,,Impact Drivers,Voltage,18,V,Power Source,Cordless,,Tool Type,Impact Driver,,Included Components,Battery and Charger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,22,Tools,Power Tools,Grinders,1515822,PTOOL-77402,Angle Grinder 4.5 Inch Corded 7.5 Amp,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,MSC Industrial Supply,,,,PTOOL-77402,,Tools & Power Tools & Grinders,"Grinders, PTOOL-77402",ANGLE GRINDER 4.5 INCH 7.5A CORDED,4.5 Inch Corded Angle Grinder 7.5 Amp,"Corded power tool angle grinder featuring 7.5 A amperage, 4.5 in wheel diameter, and corded power source.",7.5 Amp corded angle grinder with a 4.5-inch wheel diameter.,,,,,,,,,,,,,,,,,,,,,,,,,,,Grinders,Amperage,7.5,A,Tool Type,Angle Grinder,,Wheel Diameter,4.5,in,Power Source,Corded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Description consistency check failed: Amperage inconsistency: found {'5'}, expected 7.5A; Missing critical fields: Manufacturer URL"
,,,,,,23,Electrical,Wire Connectors,Wire Nuts,1515823,ELEC-55501,Wire Nuts Assorted Sizes 100pc Box,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Jam Industrial Supply LLC (JAMIN),,,,ELEC-55501,,Electrical & Wire Connectors & Wire Nuts,"Wire Nuts, ELEC-55501Assorted Sizes",WIRE NUTS ASSORTED SIZES 100PC,Assorted Sizes Wire Nuts Electrical Connectors 100pc,Wire nuts electrical connector featuring assorted sizes and a packaging quantity of 100.,Assorted size wire nuts in a convenient 100-piece box.,,,,,,,,,,,,,,,,,,,,,,,,,,,Wire Nuts,Quantity,100,,Connector Type,Wire Nuts,,Size,Assorted Sizes,,Packaging Quantity,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,24,Electrical,Wiring Devices,Outlets,1515824,ELEC-55502,GFCI Outlet 15A 125V Tamper Resistant White,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Grainger Industrial Supply,,,,ELEC-55502,,Electrical & Wiring Devices & Outlets,"Outlets, ELEC-55502",GFCI OUTLET 15A 125V WHITE,15A 125V Tamper Resistant White GFCI Outlet,"GFCI outlet wiring device featuring 125 V voltage, 15 A amperage, white color, and tamper resistant safety feature.",Tamper-resistant 15A 125V GFCI outlet in white.,,,,,,,,,,,,,,,,,,,,,,,,,,,Outlets,Voltage,125,V,Amperage,15,A,Color,White,,Device Type,GFCI Outlet,,Safety Feature,Tamper Resistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
